Year,Month,DayofMonth,DayOfWeek,DepTime,ArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted
2011,9,22,4,1041,1346,XE,2230,N11193,125,104,-12,-4,IAH,LEX,828,5,16,0,NA,0
2011,4,7,4,2126,2222,WN,854,N701GS,56,47,32,36,HOU,HRL,276,2,7,0,NA,0
2011,3,24,4,1429,1714,CO,746,N78509,165,122,8,-1,IAH,ORD,925,34,9,0,NA,0
2011,3,9,3,1854,2047,CO,1819,N17229,173,142,25,4,IAH,DEN,862,7,24,0,NA,0
2011,10,13,4,2113,2227,CO,1259,N38417,194,171,-2,-2,IAH,LAS,1222,10,13,0,NA,0
2011,11,2,3,601,728,EV,5234,N976EV,87,69,-11,-4,IAH,MEM,468,6,12,0,NA,0
2011,2,5,6,1903,2109,CO,1568,N14645,126,92,18,13,IAH,MCI,643,10,24,0,NA,0
2011,1,22,6,1426,1557,CO,599,N56859,151,133,2,2,IAH,DEN,862,6,12,0,NA,0
2011,6,28,2,726,840,XE,2259,N16927,74,48,1,-4,IAH,DFW,224,12,14,0,NA,0
2011,7,24,7,1628,1707,WN,1257,N612SW,39,27,2,8,HOU,AUS,148,4,8,0,NA,0
2011,11,29,2,1317,1446,XE,4315,N14960,89,66,7,7,IAH,TUL,429,3,20,0,NA,0
2011,10,6,4,1150,1240,XE,4402,N14930,50,38,-9,0,IAH,CRP,201,4,8,0,NA,0
2011,12,26,1,737,920,CO,1401,N34137,223,190,-10,2,IAH,LAX,1379,12,21,0,NA,0
2011,1,8,6,1924,2217,CO,755,N39297,113,86,-5,-1,IAH,ATL,689,10,17,0,NA,0
2011,7,17,7,852,1051,CO,1577,N75410,239,222,-13,2,IAH,PDX,1825,3,14,0,NA,0
2011,1,2,7,1529,1644,XE,2308,N13929,75,53,16,10,IAH,BRO,308,5,17,0,NA,0
2011,2,27,7,1540,1829,CO,606,N38727,109,90,0,15,IAH,TPA,787,5,14,0,NA,0
2011,7,28,4,1603,1646,XE,2755,N17115,103,87,43,48,IAH,ELP,667,4,12,0,NA,0
2011,7,14,4,1842,1950,MQ,2870,N662MQ,68,47,10,12,HOU,DFW,247,12,9,0,NA,0
2011,8,14,7,1057,1359,XE,2295,N11107,122,106,22,27,IAH,SAV,851,3,13,0,NA,0
2011,6,4,6,858,956,WN,434,N484WN,58,40,-4,-2,HOU,DAL,239,5,13,0,NA,0
2011,12,2,5,1032,1343,XE,4354,N12567,131,111,-8,-8,IAH,GSP,837,3,17,0,NA,0
2011,6,9,4,953,1058,WN,1167,N924WN,65,47,8,8,HOU,MSY,303,4,14,0,NA,0
2011,2,22,2,1146,1407,XE,2041,N13995,141,122,-11,-4,IAH,MKE,984,8,11,0,NA,0
2011,3,8,2,1725,1936,XE,2948,N13956,131,118,76,98,IAH,MKE,984,5,8,0,NA,0
2011,3,1,2,1429,1556,CO,599,N75853,147,124,-4,4,IAH,DEN,862,7,16,0,NA,0
2011,12,4,7,1319,1507,XE,4656,N14153,108,70,30,19,IAH,BHM,562,4,34,0,NA,0
2011,11,6,7,1552,2032,CO,1004,N33289,220,200,8,-3,IAH,LGA,1416,8,12,0,NA,0
2011,8,28,7,923,1014,CO,1211,N56859,171,151,-4,13,IAH,LAS,1222,8,12,0,NA,0
2011,6,5,7,1310,1530,XE,2593,N16546,140,112,22,5,IAH,OMA,781,7,21,0,NA,0
2011,7,19,2,1411,1501,WN,1860,N435WN,110,98,-4,6,HOU,ABQ,759,3,9,0,NA,0
2011,12,28,3,1033,1627,CO,1297,N75426,234,214,5,23,IAH,SJU,2007,4,16,0,NA,0
2011,1,17,1,1122,1321,CO,663,N17126,179,158,-1,-3,IAH,EGE,935,6,15,0,NA,0
2011,3,17,4,1013,1121,MQ,2958,N844MQ,68,54,-9,-7,HOU,DFW,247,4,10,0,NA,0
2011,5,31,2,1859,2014,OO,5842,N973SW,135,111,44,44,IAH,COS,809,6,18,0,NA,0
2011,12,4,7,950,1126,OO,5173,N790SK,216,200,-19,-5,IAH,BFL,1428,3,13,0,NA,0
2011,7,26,2,1438,1532,WN,34,N493WN,54,43,2,8,HOU,DAL,239,3,8,0,NA,0
2011,10,20,4,1944,2313,OO,5158,N713SK,149,137,-21,-1,IAH,ORF,1201,2,10,0,NA,0
2011,4,18,1,1914,2007,XE,2907,N16944,53,38,-11,-6,IAH,LFT,201,5,10,0,NA,0
2011,1,15,6,757,950,US,362,N316AW,173,149,-28,-8,IAH,PHX,1009,9,15,0,NA,0
2011,12,5,1,1439,1614,XE,4221,N14933,95,60,15,9,IAH,MEM,468,20,15,0,NA,0
2011,6,7,2,556,1022,CO,89,N39423,206,183,2,-4,IAH,EWR,1400,9,14,0,NA,0
2011,10,19,3,1940,2101,AA,657,N505AA,81,45,6,0,IAH,DFW,224,12,24,0,NA,0
2011,11,17,4,1247,1643,CO,1559,N39423,176,154,-1,17,IAH,PHL,1325,7,15,0,NA,0
2011,12,22,4,715,851,WN,3231,N504SW,96,83,-9,0,HOU,BNA,670,5,8,0,NA,0
2011,4,28,4,1355,1512,AA,1566,N438AA,77,50,2,-5,IAH,DFW,224,13,14,0,NA,0
2011,1,5,3,1837,1937,WN,46,N602SW,60,42,72,67,HOU,DAL,239,3,15,0,NA,0
2011,5,5,4,1927,2051,XE,2800,N17928,84,63,-7,-3,IAH,XNA,438,6,15,0,NA,0
2011,2,10,4,1807,1924,CO,397,N57869,197,170,-2,12,IAH,LAS,1222,7,20,0,NA,0
2011,8,11,4,2027,2059,CO,1732,N45440,152,133,152,162,IAH,PHX,1009,7,12,0,NA,0
2011,5,31,2,1257,1613,OO,1118,N794SK,136,114,1,-3,IAH,CVG,871,7,15,0,NA,0
2011,12,4,7,1538,1856,CO,1740,N76508,138,103,12,-2,IAH,TPA,787,8,27,0,NA,0
2011,9,19,1,1532,1631,XE,2308,N14940,59,47,-1,7,IAH,BRO,308,6,6,0,NA,0
2011,7,26,2,2125,2220,XE,2803,N16999,55,36,23,20,IAH,SHV,192,5,14,0,NA,0
2011,8,10,3,655,1003,DL,810,N917DE,128,98,-10,-5,IAH,ATL,689,13,17,0,NA,0
2011,7,20,3,1749,1848,XE,2212,N15926,59,40,0,-1,IAH,BTR,253,8,11,0,NA,0
2011,2,25,5,1857,2205,CO,1027,N17619,128,107,-21,-3,IAH,CLT,913,4,17,0,NA,0
2011,5,26,4,913,1039,OO,1142,N705SK,86,61,14,8,IAH,OKC,395,5,20,0,NA,0
2011,5,17,2,1309,1524,XE,2593,N12921,135,116,16,4,IAH,OMA,781,4,15,0,NA,0
2011,1,12,3,1006,1350,CO,1544,N27610,164,138,-11,-9,IAH,CLE,1091,9,17,0,NA,0
2011,3,29,2,2129,2212,WN,1565,N368SW,43,31,12,14,HOU,AUS,148,3,9,0,NA,0
2011,3,30,3,730,841,WN,1076,N521SW,131,117,-4,0,HOU,ABQ,759,4,10,0,NA,0
2011,5,22,7,1253,1430,XE,2844,N13913,97,73,2,-2,IAH,VPS,528,8,16,0,NA,0
2011,7,13,3,744,1039,XE,3083,N11107,175,148,15,-1,IAH,MKE,984,4,23,0,NA,0
2011,2,22,2,1851,1946,WN,50,N676SW,55,44,16,21,HOU,DAL,239,4,7,0,NA,0
2011,7,9,6,759,1222,CO,1549,N76054,203,183,0,9,IAH,EWR,1400,6,14,0,NA,0
2011,5,10,2,1054,1203,WN,662,N641SW,129,115,28,29,HOU,ABQ,759,3,11,0,NA,0
2011,8,23,2,1558,1719,FL,1595,N961AT,81,68,-2,13,HOU,BKG,490,4,9,0,NA,0
2011,2,8,2,1842,1933,WN,3681,N361SW,51,42,13,22,HOU,MSY,303,3,6,0,NA,0
2011,6,18,6,1314,1638,XE,2105,N17185,144,125,-6,-1,IAH,GRR,1042,4,15,0,NA,0
2011,8,16,2,1919,2014,XE,2481,N14930,55,36,-5,-1,IAH,CRP,201,5,14,0,NA,0
2011,12,22,4,1929,2106,XE,4584,N15948,97,79,-7,-1,IAH,HSV,595,3,15,0,NA,0
2011,4,13,3,853,1020,XE,2967,N14933,87,72,-12,-2,IAH,LBB,458,5,10,0,NA,0
2011,1,4,2,1442,1533,WN,34,N947WN,51,41,3,12,HOU,DAL,239,4,6,0,NA,0
2011,11,8,2,1818,2018,XE,4299,N14920,120,91,26,23,IAH,MCI,643,5,24,0,NA,0
2011,6,30,4,2106,2228,CO,442,N77295,82,64,-10,-4,IAH,TUL,429,3,15,0,NA,0
2011,4,19,2,1229,1400,WN,19,N315SW,91,77,0,4,HOU,ECP,570,3,11,0,NA,0
2011,12,31,6,NA,NA,MQ,3762,N530MQ,NA,NA,NA,NA,IAH,LAX,1379,NA,NA,1,B,0
2011,11,8,2,900,1000,WN,3,N956WN,60,48,0,0,HOU,HRL,277,2,10,0,NA,0
2011,2,11,5,858,1043,XE,2908,N14937,105,77,8,-1,IAH,AMA,519,6,22,0,NA,0
2011,11,16,3,927,1121,CO,1239,N75854,234,204,5,-3,IAH,LAX,1379,12,18,0,NA,0
2011,4,30,6,NA,NA,XE,2718,N13202,NA,NA,NA,NA,IAH,DTW,1076,NA,NA,1,A,0
2011,10,24,1,2047,2139,WN,1616,N647SW,52,42,4,12,HOU,HRL,277,2,8,0,NA,0
2011,2,23,3,2059,2252,CO,1459,N76516,233,196,22,9,IAH,SNA,1347,7,30,0,NA,0
2011,6,18,6,1253,1409,XE,2304,N14940,76,55,2,-2,IAH,GPT,376,7,14,0,NA,0
2011,1,1,6,1820,1921,MQ,2870,N682MQ,61,43,-14,-5,HOU,DFW,247,9,9,0,NA,0
2011,3,4,5,1759,2010,US,587,N305AW,191,169,2,-1,IAH,PHX,1009,7,15,0,NA,0
2011,12,29,4,1637,1728,WN,40,N641SW,51,41,28,37,HOU,DAL,239,4,6,0,NA,0
2011,8,11,4,1405,1452,WN,1191,N725SW,47,35,32,35,HOU,SAT,192,3,9,0,NA,0
2011,11,30,3,1315,1706,CO,1471,N24702,171,143,9,0,IAH,PIT,1117,5,23,0,NA,0
2011,12,14,3,926,1029,WN,14,N631SW,63,51,-1,-4,HOU,DAL,239,5,7,0,NA,0
2011,10,17,1,723,1110,EV,4895,N138EV,167,136,-4,-2,IAH,DTW,1075,8,23,0,NA,0
2011,6,23,4,1131,1232,CO,723,N76503,61,45,-6,1,IAH,MSY,305,5,11,0,NA,0
2011,9,8,4,1748,1849,CO,1204,N14629,61,35,1,-2,IAH,SAT,191,5,21,0,NA,0
2011,3,7,1,1806,1916,XE,3027,N14940,70,46,-2,-4,IAH,HRL,295,4,20,0,NA,0
2011,10,16,7,1648,1825,CO,1015,N33203,157,128,55,48,IAH,DEN,862,14,15,0,NA,0
2011,8,11,4,1042,1431,XE,2568,N11184,169,143,-6,-3,IAH,RIC,1157,5,21,0,NA,0
2011,3,24,4,629,722,WN,2,N511SW,53,42,-8,-1,HOU,DAL,239,4,7,0,NA,0
2011,3,21,1,1926,2344,CO,310,N76514,198,173,13,26,IAH,EWR,1400,6,19,0,NA,0
2011,5,12,4,937,1135,OO,1171,N750SK,238,211,5,-3,IAH,BFL,1428,3,24,0,NA,0
2011,2,11,5,1903,2151,CO,1506,N38403,108,86,-15,3,IAH,TPA,787,5,17,0,NA,0
2011,12,31,6,1839,2004,CO,1258,N16648,205,179,-18,3,IAH,ONT,1334,6,20,0,NA,0
2011,12,9,5,728,912,CO,1444,N76514,164,124,7,3,IAH,DEN,862,10,30,0,NA,0
2011,4,21,4,1614,1808,WN,1296,N382SW,114,103,28,29,HOU,STL,687,4,7,0,NA,0
2011,5,16,1,1317,1646,XE,2841,N11535,149,127,7,-3,IAH,DAY,929,4,18,0,NA,0
2011,11,23,3,1434,1559,CO,1036,N38257,145,119,-1,4,IAH,DEN,862,5,21,0,NA,0
2011,11,29,2,1603,2013,CO,1171,N38727,190,146,13,-2,IAH,DCA,1208,4,40,0,NA,0
2011,7,21,4,1152,1308,WN,770,N522SW,136,116,-7,2,HOU,DEN,883,9,11,0,NA,0
2011,7,3,7,1627,1753,XE,2705,N13903,86,66,8,-1,IAH,GPT,376,5,15,0,NA,0
2011,7,28,4,630,939,FL,290,N126AT,129,107,6,0,HOU,ATL,696,6,16,0,NA,0
2011,11,11,5,1712,2112,CO,1531,N37298,180,159,2,1,IAH,BWI,1235,7,14,0,NA,0
2011,10,9,7,1910,2132,WN,963,N927WN,142,122,22,25,HOU,MDW,937,4,16,0,NA,0
2011,3,17,4,1328,1644,CO,786,N74856,136,114,0,-2,IAH,MCO,853,6,16,0,NA,0
2011,5,26,4,1332,1638,CO,1562,N76504,126,109,1,2,IAH,RSW,861,5,12,0,NA,0
2011,8,4,4,1004,1353,XE,2344,N14960,169,136,8,-1,IAH,CMH,986,20,13,0,NA,0
2011,8,18,4,2050,2200,WN,3309,N211WN,70,56,0,10,HOU,JAN,359,4,10,0,NA,0
2011,5,31,2,934,1024,XE,2559,N14991,50,36,-10,-6,IAH,LFT,201,4,10,0,NA,0
2011,11,16,3,1926,2028,WN,285,N614SW,122,114,3,16,HOU,ABQ,759,2,6,0,NA,0
2011,12,7,3,1217,1318,WN,1145,N406WN,61,45,8,7,HOU,MSY,302,4,12,0,NA,0
2011,12,8,4,1730,1853,OO,5238,N986SW,143,117,-5,-5,IAH,COS,809,7,19,0,NA,0
2011,1,2,7,1136,1452,XE,2059,N12142,136,120,-2,6,IAH,RDU,1043,4,12,0,NA,0
2011,7,25,1,847,1103,WN,3318,N952WN,136,125,-17,-3,HOU,MDW,937,4,7,0,NA,0
2011,7,18,1,1434,1538,WN,618,N752SW,184,172,23,44,HOU,LAX,1390,6,6,0,NA,0
2011,11,21,1,728,1209,CO,1165,N33714,221,199,-6,-2,IAH,BOS,1597,10,12,0,NA,0
2011,12,13,2,928,1025,WN,14,N637SW,57,44,-5,-2,HOU,DAL,239,4,9,0,NA,0
2011,5,4,3,1047,1136,WN,11,N643SW,49,36,-9,-3,HOU,SAT,192,3,10,0,NA,0
2011,11,11,5,757,931,XE,4654,N14942,94,76,26,27,IAH,BHM,562,4,14,0,NA,0
2011,12,11,7,1726,1840,OO,5159,N738SK,134,117,-7,-4,IAH,ABQ,744,5,12,0,NA,0
2011,9,27,2,621,719,WN,1839,N630WN,58,44,-6,-4,HOU,MSY,302,3,11,0,NA,0
2011,10,11,2,1913,2159,XE,4237,N41104,106,93,-23,-7,IAH,JAX,817,5,8,0,NA,0
2011,2,9,3,1227,1328,WN,24,N910WN,61,43,28,27,HOU,DAL,239,3,15,0,NA,0
2011,12,31,6,NA,NA,XE,4328,N14942,NA,NA,NA,NA,IAH,HRL,295,NA,NA,1,B,0
2011,4,16,6,1225,1455,OO,5823,N506CA,150,128,70,60,IAH,MKE,984,4,18,0,NA,0
2011,10,2,7,1136,1257,CO,1629,N14731,201,178,-18,-4,IAH,SNA,1346,13,10,0,NA,0
2011,9,2,5,932,1314,US,1220,N441US,162,133,53,40,IAH,CLT,912,10,19,0,NA,0
2011,6,10,5,2120,2306,OO,1172,N793SK,226,193,-4,0,IAH,BFL,1428,4,29,0,NA,0
2011,6,27,1,1743,1935,XE,2598,N14977,112,91,3,8,IAH,MCI,643,5,16,0,NA,0
2011,10,20,4,1145,1242,XE,4392,N15932,57,35,4,0,IAH,LFT,201,4,18,0,NA,0
2011,1,14,5,958,1055,WN,297,N345SA,117,101,-10,-2,HOU,ELP,677,4,12,0,NA,0
2011,9,15,4,2036,2202,XE,2258,N17138,86,73,25,36,IAH,VPS,528,4,9,0,NA,0
2011,6,16,4,1801,1852,CO,1603,N17719,51,31,3,6,IAH,AUS,140,4,16,0,NA,0
2011,5,16,1,757,850,WN,8,N426WN,53,44,-10,-3,HOU,DAL,239,1,8,0,NA,0
2011,6,20,1,1534,1647,CO,1798,N17619,73,43,-8,-6,IAH,DFW,224,6,24,0,NA,0
2011,6,7,2,1959,2353,WN,49,N940WN,174,162,-2,4,HOU,BWI,1246,4,8,0,NA,0
2011,9,15,4,1122,1301,XE,4659,N14938,99,77,1,-3,IAH,AMA,517,12,10,0,NA,0
2011,12,25,7,1315,1429,CO,1097,N37281,194,174,-31,10,IAH,LAX,1379,7,13,0,NA,0
2011,1,15,6,740,1135,CO,544,N16649,175,151,7,-5,IAH,CLE,1091,8,16,0,NA,0
2011,4,13,3,916,1038,OO,1160,N786SK,142,122,3,-4,IAH,COS,809,4,16,0,NA,0
2011,8,31,3,1803,1941,CO,1249,N73291,218,201,-34,-2,IAH,SJC,1608,3,14,0,NA,0
2011,8,21,7,2213,215,CO,1258,N57439,182,166,157,193,IAH,EWR,1400,6,10,0,NA,0
2011,10,3,1,1503,1943,B6,622,N655JB,220,191,2,-2,HOU,JFK,1428,8,21,0,NA,0
2011,12,17,6,2115,2238,CO,1524,N16617,203,175,-23,0,IAH,ONT,1334,7,21,0,NA,0
2011,2,12,6,1411,1501,XE,2222,N14940,50,37,-15,-4,IAH,BTR,253,4,9,0,NA,0
2011,2,8,2,1543,1819,XE,2948,N16963,156,121,3,-2,IAH,MKE,984,5,30,0,NA,0
2011,3,10,4,1120,1218,XE,2501,N11150,118,95,-1,0,IAH,ELP,667,4,19,0,NA,0
2011,5,30,1,1739,1953,CO,667,N77431,254,240,2,14,IAH,SEA,1874,5,9,0,NA,0
2011,9,18,7,916,1118,CO,1248,N77261,242,221,3,1,IAH,SJC,1608,4,17,0,NA,0
2011,10,28,5,1417,1741,XE,4302,N13908,144,120,-6,-3,IAH,GSO,987,4,20,0,NA,0
2011,9,22,4,726,1051,CO,1614,N73283,145,121,2,-4,IAH,MCO,854,7,17,0,NA,0
2011,5,20,5,1432,1528,XE,2033,N12946,56,38,6,7,IAH,BTR,253,7,11,0,NA,0
2011,10,17,1,918,1034,XE,4591,N14937,76,54,0,-2,IAH,LRD,301,7,15,0,NA,0
2011,8,30,2,1514,2016,B6,622,N586JB,242,221,16,-1,HOU,JFK,1428,8,13,0,NA,0
2011,11,10,4,1833,2029,XE,4673,N16178,116,92,64,58,IAH,BNA,657,6,18,0,NA,0
2011,10,14,5,1914,2209,CO,1003,N38268,115,96,-6,4,IAH,TPA,787,6,13,0,NA,0
2011,6,22,3,1520,1632,WN,618,N285WN,192,180,77,90,HOU,LAX,1390,5,7,0,NA,0
2011,4,6,3,2108,2214,CO,511,N33209,66,49,-7,-2,IAH,MFE,316,4,13,0,NA,0
2011,8,19,5,1910,2056,WN,801,N708SW,226,212,1,15,HOU,OAK,1642,5,9,0,NA,0
2011,4,27,3,2109,2305,XE,2976,N14117,116,90,3,-1,IAH,MCI,643,8,18,0,NA,0
2011,6,17,5,2050,10,XE,2822,N41104,140,115,40,35,IAH,GSP,838,4,21,0,NA,0
2011,3,8,2,1043,1219,WN,1535,N456WN,216,202,-11,3,HOU,LAX,1390,5,9,0,NA,0
2011,5,19,4,715,1108,OO,1177,N786SK,173,150,6,-5,IAH,DTW,1076,6,17,0,NA,0
2011,3,1,2,700,757,WN,1875,N424WN,57,44,-3,0,HOU,MSY,303,4,9,0,NA,0
2011,6,18,6,1634,1932,XE,2496,N14904,118,102,-17,1,IAH,SDF,788,4,12,0,NA,0
2011,5,8,7,2115,2259,XE,2493,N27200,104,79,12,5,IAH,ICT,542,4,21,0,NA,0
2011,11,25,5,1149,1236,CO,1272,N73270,47,28,-17,-1,IAH,AUS,140,6,13,0,NA,0
2011,10,9,7,1930,2047,WN,1592,N291WN,137,123,57,65,HOU,DEN,883,6,8,0,NA,0
2011,1,4,2,748,1044,XE,2470,N16151,176,136,4,-2,IAH,MSP,1034,9,31,0,NA,0
2011,9,7,3,752,858,OO,5833,N925SW,66,40,9,0,IAH,DAL,216,4,22,0,NA,0
2011,4,1,5,1131,1244,XE,2996,N14933,73,56,73,81,IAH,LIT,374,5,12,0,NA,0
2011,3,21,1,553,905,AA,2185,N3DBAA,132,113,-10,-7,IAH,MIA,964,6,13,0,NA,0
2011,1,18,2,1935,2051,XE,2954,N12922,76,57,-9,-5,IAH,MOB,427,6,13,0,NA,0
2011,1,16,7,851,1010,WN,53,N260WN,199,186,-35,1,HOU,LAX,1390,5,8,0,NA,0
2011,10,5,3,1701,2058,CO,1638,N87531,177,159,0,1,IAH,BWI,1235,6,12,0,NA,0
2011,9,20,2,1541,1652,WN,950,N277WN,191,178,-3,-4,HOU,SAN,1313,2,11,0,NA,0
2011,12,23,5,1527,1625,XE,4231,N11194,58,38,15,27,IAH,DFW,224,8,12,0,NA,0
2011,5,4,3,1252,1604,XE,2396,N18114,132,109,-10,2,IAH,CLT,913,4,19,0,NA,0
2011,10,4,2,832,917,WN,2200,N726SW,45,28,-3,-3,HOU,AUS,148,5,12,0,NA,0
2011,1,3,1,1957,2120,XE,2972,N13538,83,64,2,12,IAH,TUL,429,4,15,0,NA,0
2011,4,6,3,1301,1543,OO,1198,N750SK,162,138,1,-4,IAH,MSP,1034,7,17,0,NA,0
2011,2,2,3,1529,1628,XE,2809,N13929,59,43,-8,-8,IAH,CRP,201,4,12,0,NA,0
2011,11,20,7,1904,1957,WN,2176,N730SW,53,38,-3,4,HOU,DAL,239,8,7,0,NA,0
2011,5,28,6,1913,2258,CO,1417,N27610,165,140,-11,-2,IAH,PIT,1117,8,17,0,NA,0
2011,8,21,7,1535,1627,XE,3084,N12934,52,38,-7,0,IAH,CRP,201,3,11,0,NA,0
2011,11,20,7,1229,1354,WN,1895,N325SW,85,77,-6,-1,HOU,ECP,571,2,6,0,NA,0
2011,4,4,1,1033,1236,WN,228,N712SW,243,227,21,38,HOU,OAK,1642,6,10,0,NA,0
2011,10,31,1,1921,2240,XE,4314,N17159,139,104,7,-4,IAH,GSP,837,3,32,0,NA,0
2011,9,9,5,1002,1124,XE,2434,N13988,82,67,-8,-3,IAH,PNS,489,3,12,0,NA,0
2011,11,26,6,1957,2122,WN,3977,N743SW,85,75,142,147,HOU,ECP,571,3,7,0,NA,0
2011,4,29,5,1444,1723,CO,767,N37427,279,248,14,4,IAH,SEA,1874,5,26,0,NA,0
2011,5,6,5,1403,1715,XE,2763,N12142,132,119,1,13,IAH,PBI,956,3,10,0,NA,0
2011,11,17,4,901,954,WN,2644,N353SW,113,98,-6,1,HOU,ELP,677,3,12,0,NA,0
2011,4,10,7,1435,1754,OO,5814,N593ML,139,119,26,25,IAH,CLT,913,5,15,0,NA,0
2011,11,8,2,1446,1919,UA,552,N476UA,213,162,79,44,IAH,IAD,1190,9,42,0,NA,0
2011,1,8,6,921,1210,DL,1590,N770NC,109,86,-18,-8,IAH,ATL,689,7,16,0,NA,0
2011,11,1,2,750,1131,XE,4253,N13133,161,130,3,-5,IAH,PBI,956,3,28,0,NA,0
2011,2,13,7,1157,1542,US,1992,N574US,165,131,17,-8,IAH,CLT,913,6,28,0,NA,0
2011,8,1,1,1447,1905,CO,1424,N24715,198,178,12,2,IAH,DCA,1208,4,16,0,NA,0
2011,11,2,3,508,832,US,1616,N439US,144,119,-8,-7,IAH,CLT,912,9,16,0,NA,0
2011,8,26,5,658,756,WN,4,N740SW,58,42,1,-2,HOU,DAL,239,6,10,0,NA,0
2011,5,30,1,921,1213,OO,5828,N471CA,112,96,-12,4,IAH,ATL,689,4,12,0,NA,0
2011,12,27,2,1402,1720,XE,4607,N14920,138,124,5,-3,IAH,SDF,788,5,9,0,NA,0
2011,6,26,7,2111,2246,XE,2493,N16147,95,77,-7,-4,IAH,ICT,542,5,13,0,NA,0
2011,3,18,5,1902,1958,WN,52,N487WN,56,42,-2,2,HOU,DAL,239,3,11,0,NA,0
2011,2,1,2,844,1010,CO,799,N75851,146,117,-17,-1,IAH,DEN,862,12,17,0,NA,0
2011,8,15,1,2107,14,OO,5843,N954SW,127,101,7,-3,IAH,ATL,689,6,20,0,NA,0
2011,4,13,3,1445,1540,WN,464,N251WN,55,44,-5,5,HOU,MSY,303,4,7,0,NA,0
2011,1,31,1,1903,2228,CO,1417,N46625,145,126,-32,-2,IAH,PIT,1117,6,13,0,NA,0
2011,12,6,2,1332,1710,AA,1496,N3CJAA,158,111,20,7,IAH,MIA,964,9,38,0,NA,0
2011,11,11,5,845,1008,XE,4292,N14945,83,70,-15,-5,IAH,LBB,458,5,8,0,NA,0
2011,6,16,4,1914,2020,CO,423,N76254,66,46,-4,-1,IAH,MSY,305,3,17,0,NA,0
2011,6,18,6,1246,1358,CO,1605,N75858,192,170,48,56,IAH,LAX,1379,10,12,0,NA,0
2011,4,19,2,2003,2146,XE,2938,N16178,103,83,2,-7,IAH,HSV,595,8,12,0,NA,0
2011,6,15,3,2115,2214,CO,399,N17627,119,92,3,-5,IAH,ELP,667,3,24,0,NA,0
2011,8,23,2,2107,2227,OO,5844,N465SW,80,61,-8,-8,IAH,MAF,429,4,15,0,NA,0
2011,12,12,1,556,724,F9,143,N919FR,148,128,-3,-9,HOU,DEN,883,10,10,0,NA,0
2011,6,25,6,1028,1356,XE,2340,N14952,148,130,12,3,IAH,SDF,788,5,13,0,NA,0
2011,8,4,4,1540,1702,FL,1595,N985AT,82,71,-19,-5,HOU,BKG,490,3,8,0,NA,0
2011,10,28,5,856,1322,CO,1104,N32626,206,174,-8,1,IAH,EWR,1400,11,21,0,NA,0
2011,8,2,2,1700,1753,WN,44,N521SW,53,40,-7,0,HOU,DAL,239,5,8,0,NA,0
2011,4,20,3,1101,1418,WN,1164,N316SW,137,125,-2,1,HOU,CHS,928,4,8,0,NA,0
2011,12,22,4,1839,2210,XE,4108,N27190,151,118,80,49,IAH,ATL,689,11,22,0,NA,0
2011,10,24,1,1004,1136,XE,4234,N13929,92,70,2,-1,IAH,MEM,468,4,18,0,NA,0
2011,2,25,5,1915,2253,XE,2171,N13202,158,137,-17,-5,IAH,ORF,1201,5,16,0,NA,0
2011,2,1,2,1616,1749,EV,5229,N858AS,93,59,-8,-4,IAH,MEM,469,11,23,0,NA,0
2011,6,11,6,2056,2121,OO,1108,N710SK,145,128,18,6,IAH,TUS,936,5,12,0,NA,0
2011,10,27,4,1553,1629,US,409,N672AW,156,140,42,53,IAH,PHX,1009,3,13,0,NA,0
2011,7,10,7,1743,1829,XE,2755,N16147,106,91,146,148,IAH,ELP,667,6,9,0,NA,0
2011,10,22,6,1036,1336,XE,4499,N16919,120,100,-9,-9,IAH,TYS,771,4,16,0,NA,0
2011,5,18,3,1749,1849,XE,2212,N15926,60,39,1,-1,IAH,BTR,253,11,10,0,NA,0
2011,11,10,4,610,733,EV,5180,N868AS,83,68,-19,-7,IAH,MEM,468,4,11,0,NA,0
2011,10,30,7,1635,1856,WN,1659,N525SW,141,123,11,15,HOU,MDW,937,8,10,0,NA,0
2011,9,12,1,1819,1938,WN,417,N287WN,139,126,-2,9,HOU,DEN,883,6,7,0,NA,0
2011,2,28,1,1546,1707,F9,376,N932FR,141,129,-3,-3,HOU,DEN,883,4,8,0,NA,0
2011,10,10,1,1301,1418,UA,737,N528UA,137,110,-4,1,IAH,DEN,862,10,17,0,NA,0
2011,12,14,3,711,846,XE,4232,N16944,95,69,-3,-4,IAH,MEM,468,8,18,0,NA,0
2011,1,2,7,1758,1913,XE,2176,N18120,135,111,5,8,IAH,ABQ,744,5,19,0,NA,0
2011,5,28,6,857,1038,XE,2399,N14180,161,138,-2,-3,IAH,GJT,978,4,19,0,NA,0
2011,7,31,7,2106,2202,XE,2131,N12142,56,36,-17,-9,IAH,CRP,201,5,15,0,NA,0
2011,8,27,6,2108,2231,CO,1277,N57852,143,113,16,13,IAH,DEN,862,7,23,0,NA,0
2011,9,30,5,1203,1320,CO,1629,N13750,197,175,-13,8,IAH,SNA,1346,8,14,0,NA,0
2011,2,16,3,838,1201,US,944,N531AU,143,123,-5,-7,IAH,CLT,913,7,13,0,NA,0
